,0
0,-0.41558398175973654
1,-2.4703627252889326
2,40.18005924135356
3,-1.8042301495323851
4,-0.3102413295149304
5,0.6454818519977431
6,2.108430150186555
7,0.8658075390509303
8,-5.481552816264909
9,-1.27388365914819
10,-79.56388793837904
11,-0.2951439477879435
12,0.8059015616514724
13,-1.198241863271473
14,-0.4341103674329502
15,-1.929507822775346
16,-8.856238044511723
17,-0.4024149870802711
18,0.8358227330320953
19,28.142349093511413
20,0.05982140906614308
21,-0.21629434893443622
22,3.1514337171888758
23,-2.4436190880280177
24,-13.30355333389977
25,0.2891650366062323
26,-3.045239058205579
27,0.25032992159774603
28,-24.807051279286764
29,-2.6511894176347877
30,3.098028927426829
31,0.5497412571352386
32,-1.255592624519981
33,-0.07050888240650172
34,-3.2180630829287518
35,1.3122446079643482
36,-64.14596157039134
37,-0.4158775048214827
38,2.2496739408626247
39,-2.65884337533687
40,-0.11561620508575055
41,0.9295308744831201
42,-0.6002353751956037
43,2.8637716213302733
44,1.4398554778826473
45,0.5146285631869505
46,-2.3991427042999653
47,-1.3071825030490516
48,34.594686798668626
49,0.9370886898675685
50,-0.673970249143201
51,2.767859940792571
52,-1.6748214835012474
53,-0.40750676941785446
54,5.460486262743778
55,-0.07831062016673607
56,-37.60571076636038
57,3.4871544942495367
58,-1.2367996483802512
59,-0.7004638301979897
60,-0.5922156803373745
61,-4.438248833045943
62,-2.259829371306198
63,0.9075325909161565
64,-1.4263132629548585
65,0.9238304892393421
66,12.932736374196233
67,-0.7932228703369857
68,1.0356772086854187
69,-1.5905903668952768
70,-1.001281470472366
71,-0.8380465587895335
72,0.5842395424086673
73,1.3449289714470534
74,-0.8853286355600007
75,0.4989970776393345
76,2.204254098564479
77,-2.1431333030598774
78,-2.3961702324240615
79,-2.626085225919197
80,1.3092525604005827
81,0.8905472825674383
82,-1.079374501642835
83,-1.5294601136691928
84,-0.6061278913107451
85,0.4299408880618436
86,0.2682369892908539
87,-1.5263584588035126
88,-1.375996878839549
89,1.042671041119601
90,1.3486418790397658
91,-111.62361773124499
92,0.6076263701307013
93,-1.1970915229206418
94,-1.290754438725827
95,-1.722567092840426
96,0.44348472467170685
97,-1.2568338947215794
98,-26.056117390567458
99,12.320719702077202
100,-1.2306292212485286
101,3.958603512101669
102,0.7741249870251329
103,inf
104,-93.35480379533402
105,0.8852493923696484
106,-0.336657655151702
107,0.18807200139545932
108,5.939753941556296
109,-2.4097545415311314
110,0.2718513591147391
111,-1.401721618473631
112,0.8354230573733123
113,-5.819689333001864
114,0.13443851264900353
115,-4.262448156552752
116,0.8869848704644097
117,-3.0487798324097026
118,3.800154354389093
119,-0.7888206596141765
120,1.858049806740298
121,-0.6801234230731346
122,2.0107120007756634
123,40.294776573094
124,-0.017524274553191832
125,-0.22173171837391048
126,15.64364341681886
127,-0.42863976274669224
128,-1.94026457437108
129,0.7017614249802182
130,1.902826991449147
131,-2.3394278130943915
132,3.261444765982797
133,0.8983599757833839
134,-0.07298679468409097
135,1.358197124095902
136,6.8872078200123275
137,0.6549976208146882
138,-0.20130059023328595
139,-2.9439199441019674
140,1.4538235937127537
141,1.1233810575653635
142,-0.5220927292856375
143,2.953878172395395
144,-0.4174415640178242
145,0.5876023393722545
146,1.5568856256602412
147,0.3230377843313722
148,-0.34407974548565967
149,-2.526611168659207
150,-1.7645911039391324
151,7.199942004284369
152,1.3414828560918761
153,6.955762766032641
154,-0.08306396531560378
155,1.4891771470240862
156,0.128621769029015
157,-0.140031759829499
158,-11.985027406563818
159,-1.2762517893393563
160,-2.364317085375733
161,0.2865884842165772
162,69.97406974809704
163,-72.37943920793383
164,6.56297500268088
165,-0.513529969834271
166,-3.0125258257091954
167,-0.16140024690224009
168,0.015028868633817971
169,0.4954470562160418
170,-12.29872257397783
171,-3.3398752114113357
172,-0.9559821279233722
173,-0.7347922094245938
174,0.13013330947033208
175,1.4002304675851203
176,-1.4993888930364405
177,0.18801619444617101
178,-0.3047880230115661
179,7.864070544104274
180,-1.895078918587299
181,0.4448254465450052
182,18.140480039291027
183,1.1955225770710458
184,1.0395482958434346
185,-1.0216879455239023
186,0.036071253459488015
187,-0.6181687990192819
188,-0.3566816506772752
189,-0.51031278298747
190,-0.10321701410149037
191,-0.5924447224834698
192,-5.901791333047661
193,-188.58605876040792
194,0.2271747576116362
195,2.860713783296217
196,-0.5438616696200855
197,-7.413443830846704
198,-0.3106158348890386
199,-0.8972011799466113
200,0.30519543514629643
201,0.4048199656727043
202,-5.864493996777277
203,-0.018353807969823777
204,-0.050604638289247106
205,-0.9976038485340251
206,-0.5312677989666047
207,0.47561422686208193
208,-0.34345627985756844
209,-0.09665141764763097
210,-0.7982839424916639
211,1.8490959570470729
212,-0.4848154642822488
213,-1.0519861067573133
214,4.081898692561544
215,0.36560153278834756
216,9.696564545552343
217,-0.47110182004794576
218,0.3465806198158978
219,0.18365578116909698
220,-1.3720304997467732
221,-0.5071255078024566
222,1.1503920190268335
223,0.5399961640741929
224,0.02115664242100279
225,0.3935361420305032
226,-0.38515293784581295
227,0.5987138494460722
228,-1.2441327658638774
229,1.0188729267941696
230,-1.8221875893883932
231,-0.7005810645726355
232,-0.7681033709500471
233,-2.458254045404548
234,-1.0113384257549922
235,0.24380797653652642
236,1.4260570121693417
237,-1.1255905428667916
238,-2.0784153960857403
239,0.5888575844041483
240,-0.9118950054250771
241,-1.468995461883039
242,-1.7762932694904296
243,-0.574685968216422
244,-1.4595978769196192
245,-1.6810629035575686
246,-inf
247,inf
248,-0.38421008507829235
249,0.2565258980316979
250,-0.3941146191599988
251,0.22730840237217742
252,0.31026061535861515
253,inf
254,-inf
255,1.621342041621457
256,-0.410464304715307
257,0.515790772292494
258,-1.3024196927268796
259,-0.17317300081175402
260,0.23107319770896567
261,2.888360340426401
262,2.844862093139079
263,-0.11317960540089211
264,-1.5359368572738767
265,-0.19914932553800768
266,-0.7532430845437044
267,-143.8429660152237
268,-0.7122850825274702
269,-0.6048796939196045
270,1.6259319870561908
271,0.8331196933866547
272,1.413841500950595
273,529.9707144913182
274,13.34320870065409
275,-0.2675264943646572
276,-0.7996685291721641
277,-1.0124579815581058
278,-3.417942345375214
279,3.3182507394131573
280,-0.5238203575292262
281,-0.8081451849807099
282,4.422183089097007
283,1.7797043856692991
284,4.502219386668636
285,0.2643576506957185
286,-0.7900066185604975
287,-0.5489326996820412
288,-5.7843930257796
289,0.7436633113378279
290,1.4207633719283923
291,1.2965506214442066
292,36.446905992646016
293,0.3445179321142008
294,0.7641821877488515
295,1.0981383907432012
296,1.0739841857083934
297,-2.5528073556854203
298,-1.5504331012971555
299,0.20857624096640714
300,1.3886209787817938
301,-0.048171840502940655
302,-2.999756145211931
303,-0.4327493606972793
304,-18.30039868962094
305,-4.060255460057812
306,-0.30159812526363833
307,-1.1035283000276608
308,0.5388465440716548
309,-2.433895429163089
310,-0.2516065930121245
311,-15.199408793828837
312,1.3944417842357935
313,-28.65225232566017
314,0.5033413263869759
315,-1.906884253007586
316,-28.980211996182327
317,-0.3386755818342172
318,-0.7907890118555496
319,-0.8094940866378745
320,0.4448782192751885
321,1.7391274463446051
322,-0.38003798265942
323,0.023722071861167038
324,-1.153368626106411
325,-3.2461082158411108
326,0.4518786921556641
327,-1.0437331216998629
328,-1.1829113065704
329,182.79903656574064
330,-0.26278621096443217
331,0.7464345645721816
332,-3.3704439118412908
333,1.2122350283497874
334,1.3902627952588222
335,-0.5152014383130371
336,0.9821626103513822
337,-1.53224839846951
338,-0.8387021518576787
339,0.3161919194193581
340,0.1583000672148447
341,-24.6552213276429
342,0.6418666060206758
343,1.1035096578277834
344,3.7937717964413182
345,-0.2860429177711534
346,-8.645000516457202
347,-0.18802377038269258
348,1.3128658428908273
349,0.3760167944296056
350,2.823501058553389
351,-0.09879456573008732
352,-3.954890108102369
353,-3.4704994692441735
354,0.3684648218648241
355,0.4694302392699049
356,-0.13658129318148537
357,-1.1490976656146152
358,-0.2884998528512396
359,-1.2900076078002252
360,-0.1896533830739292
361,1.5729960880280978
362,3.230560207000395
363,-0.5506072433504328
364,-0.23837121963672825
365,-1.480227208379974
366,0.705246421482832
367,-0.9260300125021972
368,0.8092581533399552
369,-0.761991583478866
370,-0.09057691229892806
371,1.2128072835665855
372,-1.428464565895356
373,0.32233309735982935
374,0.4087381989888198
375,-7.425345973628304
376,0.4190874125138515
377,-1.4942293635999182
378,-1.4597379210315682
379,6.500626998264707
380,-16.94232492198129
381,-2.3068909357946223
382,18.52062643757255
383,2.4764899384843018
384,0.10131986713197294
385,0.3089189804460247
386,-0.36161255671269693
387,-3.6470559013113735
388,-10.237003770790144
389,0.18704318925920027
390,-0.7972320221406253
391,-0.6248788767174962
392,3.365458783547685
393,-0.03810579982103102
394,1.3406428397096584
395,0.5427649323918978
396,-0.30384322350257187
397,-64.76366276884622
398,-2.743226831902074
399,-2.6412416389393663
400,0.5365200311801632
401,0.25677825521354114
402,-12.694997359117256
403,-0.7819054779081837
404,3.8558679451421813
405,0.13832721258008762
406,2.5168703640662686
407,-1.2860981763657209
408,-14.028388921333525
409,-1.3919486854400915
410,3.384666445264443
411,-0.3032580828286996
412,-1.010179184697746
413,-0.2759631152838421
414,-2.2541061906774034
415,-0.6100613043241242
416,0.6599435356135586
417,-1.5084684644997375
418,-0.5117621482970433
419,0.1248469372742933
420,2.9386705562549817
421,3.249624312464122
422,4.963352604023798
423,-14.226550748707968
424,-0.3876404975136246
425,0.20289606286996126
426,-0.5928929225103565
427,22.58368310508418
428,-0.4356935645789813
429,-0.4376036153047832
430,0.2888566549748892
431,-0.23904734226371627
432,5.251765281751365
433,1.3336149024910675
434,-2.0342853997859667
435,-1.9122184593294258
436,-1.2104073465469969
437,-0.048171777105873614
438,0.9808957543347439
439,1.1148949558014032
440,-0.726967026349582
441,-0.7989241059155456
442,-0.5447759862077697
443,2.140267264369776
444,-1.7329802820470501
445,-0.5503732888639393
446,0.13320543160007803
447,-176.25332330377108
448,-0.8271214821270725
449,-0.2908516907523
450,1.1135834985959243
451,0.38991477421652865
452,-1.3856856293801108
453,0.1507614788341346
454,-0.4771261160196366
455,-1.3102398886332798
456,-0.1671547271385081
457,0.884982908649844
458,-17.150842438867013
459,2.243574469539823
460,0.5095944340711447
461,-24.689196844919913
462,-1.4300125367955507
463,2.1807699649637953
464,0.11987154391461208
465,1.5454429171658204
466,-2.422517400265895
467,-1.0170270778878927
468,-2.77215373958141
469,2.235320938968977
470,0.6516302454119491
471,1.6327361682991604
472,3.523176376144252
473,-0.20395274560271437
474,-3.422972964596153
475,-1.1098882991171015
476,1.7777799157658873
477,1.9648255303973572
478,-2.2772542185242126
479,2.2176965360321166
480,-0.6665793486571873
481,-27.925793330537044
482,1.0791024113160745
483,-0.7026830433363139
484,0.8923392495714132
485,1.5013324964524881
486,-0.3526628315909599
487,inf
488,7.514692589576881
489,0.3455028488620129
490,1.8473797443956301
491,-0.8687516702306506
492,-1.7809483298748237
493,-2.9784589869099474
494,-0.3234503315509045
495,0.8002772598156835
496,-0.6383359657630678
497,6.12789086914174
498,0.7454601876793614
499,1.1628966681995698
500,-inf
501,-0.6930971584210293
502,0.5645731687602269
503,-0.48099275556633725
504,-0.295073298242878
505,0.998674237569041
506,-1.980722337258815
507,0.03537104145543796
508,0.5252179648393137
509,inf
510,-0.200455386587332
511,8.694865633005314
512,-0.2965595853723275
513,-1.9485939134634855
514,-0.3110891887135543
515,-0.5005944296934866
516,-1.3195258608645126
517,0.2624464780038809
518,-0.9639866640124527
519,0.850370742098428
520,0.7715017001528481
521,-33.16450764919756
522,-1.006706804158531
523,-2.930773853467583
524,-0.9042183902472188
525,-2.4745205864398496
526,6.170250425491418
527,2.546699988055741
528,1.5498548836126556
529,-0.08626305328175662
530,-0.46104733335152437
531,-inf
532,0.38522082075891373
533,-1.0515470235871858
534,1.755790780638661
535,6.199351111511151
536,0.6296525107378936
537,8.576824417963206
538,inf
539,-0.7595170573672347
540,0.29794997968357007
541,-0.026013660979658598
542,-0.928513209478667
543,2.6689566702427
544,-2.3183017301312874
545,-3.0107095979057283
546,0.21322253681735817
547,-1.8221049503284414
548,0.024672938728964366
549,0.08613068509161509
550,0.4729015666592932
