,0
0,0.454129115460587
1,1.0134801265154603
2,0.021822307277780513
3,1.7200122831701339
4,0.5742383573816355
5,0.7008245325839203
6,0.16060886333559227
7,0.3780449526698682
8,1.2953291460751446
9,1.7201694050442826
10,0.08768518012036851
11,1.0245705764789064
12,0.3113044038694526
13,1.4775402862567868
14,1.0066269624588566
15,3.108726177098204
16,2.0661430331595576
17,0.6250765030488924
18,0.24556534963264412
19,0.03053519128932315
20,1.0911064124826528
21,1.0254421098899535
22,0.12184265454057004
23,1.3100575103168173
24,1.3398878994116303
25,0.7751241716505011
26,1.1684268710927823
27,0.9851991676565396
28,1.582658449292493
29,1.534977970894026
30,0.20014199983713538
31,0.4935667452899938
32,1.354871829541222
33,0.37711351229025913
34,1.2491686305977365
35,0.311650007356943
36,0.8608204666173668
37,0.5359693139278062
38,0.12984793928101293
39,2.155589923269257
40,1.3422777936144914
41,0.23197881023548184
42,0.9936246535771669
43,0.10348935596438927
44,0.2095260147738778
45,0.5490805960269589
46,0.9610352859376471
47,0.6590310434397224
48,0.023999916787366574
49,0.16954583411896534
50,0.9077448774108843
51,0.21190727433648315
52,0.514789673807427
53,1.6280305764271428
54,0.10046135774312596
55,0.21593687377444354
56,0.5129245967517954
57,0.12036160635355918
58,2.201667104216676
59,1.3049906755505833
60,0.7603346091798601
61,1.1112112691469183
62,0.4576417931995769
63,0.7534780823192763
64,0.8052896099706318
65,0.33153957149645835
66,0.04825166214762193
67,1.2742403717789952
68,0.3496847860146011
69,0.9486917423725687
70,1.709233656159056
71,0.7854988244545335
72,0.5348046807819291
73,0.2004321118707173
74,1.2470043158263637
75,0.621584344511968
76,0.48591910424129914
77,2.501427482397556
78,1.0187481170629906
79,2.387844118095291
80,0.4481774334643939
81,0.3954409297165348
82,0.9911046174744533
83,1.1721092470364174
84,1.138189831491828
85,0.9509835226332025
86,0.595373922494126
87,1.290310591683598
88,2.133522528509946
89,0.556874333544304
90,0.3902359152603013
91,0.7558846218195757
92,0.27781322709897766
93,0.877992300303728
94,0.841575759126873
95,1.6958938535322547
96,1.374193244443127
97,1.3726903952783507
98,0.02149213428129065
99,0.049951157330227924
100,0.4211285796172382
101,0.1335097688063692
102,0.3709520906034947
103,0.0037574900284589124
104,0.5394027858748086
105,0.7132138863930217
106,0.9944506895662186
107,1.3619696171543592
108,0.07153824359237315
109,1.531518624131517
110,1.3813715243828746
111,1.951916495426397
112,0.6661049864889914
113,0.24197901305797856
114,1.0539944002912347
115,0.8703669970561624
116,0.2547081624985366
117,2.9001317373954745
118,0.09212617466814095
119,0.5334193734069542
